location,category,fname,word_count,disk_usage
./Romance/u4207.txt,Romance,u4207.txt,3605,20K
./Young_Adult/u4207.txt,Young_Adult,u4207.txt,3605,20K
./Horror/Battleground.txt,Horror,Battleground.txt,3616,20K
./Romance/Big_Girls_Do_5_5.txt,Romance,Big_Girls_Do_5_5.txt,3690,20K
./Fantasy/u3556.txt,Fantasy,u3556.txt,3856,24K
./Vampires/u3556.txt,Vampires,u3556.txt,3856,24K
./Humor/411228.txt,Humor,411228.txt,3989,24K
./Romance/411228.txt,Romance,411228.txt,3989,24K
./Horror/Suffer_the_little_children.txt,Horror,Suffer_the_little_children.txt,4064,24K
./Romance/et3202.txt,Romance,et3202.txt,4127,24K
./Romance/Crazy_Little_Thing.txt,Romance,Crazy_Little_Thing.txt,4241,24K
./Horror/Blaze2.txt,Horror,Blaze2.txt,4246,24K
./Mystery/Blaze2.txt,Mystery,Blaze2.txt,4246,24K
./Romance/u3106.txt,Romance,u3106.txt,4253,28K
./Science_fiction/u3106.txt,Science_fiction,u3106.txt,4253,28K
./Young_Adult/u3106.txt,Young_Adult,u3106.txt,4253,28K
./Fantasy/The_Grisha-1_5.txt,Fantasy,The_Grisha-1_5.txt,4257,24K
./Young_Adult/The_Grisha-1_5.txt,Young_Adult,The_Grisha-1_5.txt,4257,24K
./Romance/Dead_Giveaway.txt,Romance,Dead_Giveaway.txt,4486,28K
./Vampires/Dead_Giveaway.txt,Vampires,Dead_Giveaway.txt,4486,28K
./New_Adult/b4935.txt,New_Adult,b4935.txt,4498,24K
./Romance/b4935.txt,Romance,b4935.txt,4498,24K
./Romance/What-Happened-in-Vegas.txt,Romance,What-Happened-in-Vegas.txt,4510,28K
./Fantasy/u3747.txt,Fantasy,u3747.txt,4601,28K
./Young_Adult/u3747.txt,Young_Adult,u3747.txt,4601,28K
./Young_Adult/Razorland-0_5.txt,Young_Adult,Razorland-0_5.txt,4729,28K
./Fantasy/u3127.txt,Fantasy,u3127.txt,4889,28K
./Other/et3331.txt,Other,et3331.txt,4891,28K
./Fantasy/u3940.txt,Fantasy,u3940.txt,5054,32K
./Fantasy/u3064.txt,Fantasy,u3064.txt,5091,28K
./Mystery/u3064.txt,Mystery,u3064.txt,5091,28K
./Science_fiction/u3064.txt,Science_fiction,u3064.txt,5091,28K
./Young_Adult/u3064.txt,Young_Adult,u3064.txt,5091,28K
./New_Adult/b5161.txt,New_Adult,b5161.txt,5147,28K
./Romance/b5161.txt,Romance,b5161.txt,5147,28K
./Romance/Marriage_to_a_Billionaire_4_5.txt,Romance,Marriage_to_a_Billionaire_4_5.txt,5366,32K
./Romance/et3203.txt,Romance,et3203.txt,5413,28K
./Science_fiction/503045.txt,Science_fiction,503045.txt,5487,32K
./Romance/Teasing_the_Billionaire.txt,Romance,Teasing_the_Billionaire.txt,5576,32K
./Other/et3333.txt,Other,et3333.txt,5587,32K
./Romance/et3333.txt,Romance,et3333.txt,5587,32K
./Fantasy/The_Grisha-2_5.txt,Fantasy,The_Grisha-2_5.txt,5608,32K
./Young_Adult/The_Grisha-2_5.txt,Young_Adult,The_Grisha-2_5.txt,5608,32K
./Horror/The_Fifth_Quarter.txt,Horror,The_Fifth_Quarter.txt,5694,32K
./Horror/The_Wedding_Gig.txt,Horror,The_Wedding_Gig.txt,5774,32K
./Mystery/The_Wedding_Gig.txt,Mystery,The_Wedding_Gig.txt,5774,32K
./Romance/et3197.txt,Romance,et3197.txt,5776,32K
./Other/et5132.txt,Other,et5132.txt,5794,32K
./Fantasy/u4705.txt,Fantasy,u4705.txt,5916,32K
./Science_fiction/u4705.txt,Science_fiction,u4705.txt,5916,32K
./Young_Adult/u4705.txt,Young_Adult,u4705.txt,5916,32K
./Romance/et3198.txt,Romance,et3198.txt,5966,32K
./Romance/et3192.txt,Romance,et3192.txt,5994,36K
./Romance/Tryst_1.txt,Romance,Tryst_1.txt,6016,32K
./Fantasy/u3885.txt,Fantasy,u3885.txt,6030,32K
./Romance/u3885.txt,Romance,u3885.txt,6030,32K
./Fantasy/Elantris-1_5.txt,Fantasy,Elantris-1_5.txt,6048,36K
./Romance/et3196.txt,Romance,et3196.txt,6163,32K
./Horror/Beachworld.txt,Horror,Beachworld.txt,6172,36K
./Science_fiction/Beachworld.txt,Science_fiction,Beachworld.txt,6172,36K
./Other/et3332.txt,Other,et3332.txt,6202,36K
./Romance/et3194.txt,Romance,et3194.txt,6227,36K
./Romance/Snaring-the-Huntress.txt,Romance,Snaring-the-Huntress.txt,6252,36K
./Romance/Catching_Caroline.txt,Romance,Catching_Caroline.txt,6345,36K
./Other/et5138.txt,Other,et5138.txt,6372,36K
./Romance/et5138.txt,Romance,et5138.txt,6372,36K
./Fantasy/u3129.txt,Fantasy,u3129.txt,6415,36K
./Romance/u3129.txt,Romance,u3129.txt,6415,36K
./Vampires/u3129.txt,Vampires,u3129.txt,6415,36K
./Vampires/u3095.txt,Vampires,u3095.txt,6449,36K
./Romance/Tryst_2.txt,Romance,Tryst_2.txt,6516,36K
./Romance/et3190.txt,Romance,et3190.txt,6522,36K
./Fantasy/b5094.txt,Fantasy,b5094.txt,6553,36K
./Mystery/b5094.txt,Mystery,b5094.txt,6553,36K
./New_Adult/b5094.txt,New_Adult,b5094.txt,6553,36K
./Romance/b5094.txt,Romance,b5094.txt,6553,36K
./New_Adult/b5116.txt,New_Adult,b5116.txt,6575,36K
./Romance/b5116.txt,Romance,b5116.txt,6575,36K
./Horror/Uncle_Ottos_Truck.txt,Horror,Uncle_Ottos_Truck.txt,6668,36K
./Fantasy/u4775.txt,Fantasy,u4775.txt,6685,36K
./Science_fiction/u4775.txt,Science_fiction,u4775.txt,6685,36K
./Young_Adult/u4775.txt,Young_Adult,u4775.txt,6685,36K
./Fantasy/u3941.txt,Fantasy,u3941.txt,6700,36K
./Romance/u3941.txt,Romance,u3941.txt,6700,36K
./Other/et5134.txt,Other,et5134.txt,6879,36K
./Romance/et3193.txt,Romance,et3193.txt,6888,40K
./Romance/Shadow_of_the_Moon.txt,Romance,Shadow_of_the_Moon.txt,6898,40K
./Romance/One_Hot_Australian_Night.txt,Romance,One_Hot_Australian_Night.txt,7025,40K
./Other/et5136.txt,Other,et5136.txt,7026,36K
./Fantasy/u4887.txt,Fantasy,u4887.txt,7036,40K
./Science_fiction/u4887.txt,Science_fiction,u4887.txt,7036,40K
./Young_Adult/u4887.txt,Young_Adult,u4887.txt,7036,40K
./Fantasy/u3908.txt,Fantasy,u3908.txt,7053,40K
./Vampires/u3908.txt,Vampires,u3908.txt,7053,40K
./Romance/The_Preacher_s_Son-1.txt,Romance,The_Preacher_s_Son-1.txt,7151,40K
./Fantasy/u3099.txt,Fantasy,u3099.txt,7222,40K
./Mystery/u3099.txt,Mystery,u3099.txt,7222,40K
./Vampires/u3099.txt,Vampires,u3099.txt,7222,40K
./Horror/The_Man_Who_Would_Not_Shake_Hands.txt,Horror,The_Man_Who_Would_Not_Shake_Hands.txt,7226,40K
./Romance/et3191.txt,Romance,et3191.txt,7314,40K
./Horror/Word_Processor_of_the_Gods.txt,Horror,Word_Processor_of_the_Gods.txt,7335,40K
./Fantasy/The_Way_of_Cross_and_Dragon.txt,Fantasy,The_Way_of_Cross_and_Dragon.txt,7391,40K
./Other/et5135.txt,Other,et5135.txt,7487,40K
./Horror/Survivor_Type.txt,Horror,Survivor_Type.txt,7506,40K
./Fantasy/u4625.txt,Fantasy,u4625.txt,7561,44K
./Science_fiction/u4625.txt,Science_fiction,u4625.txt,7561,44K
./Young_Adult/u4625.txt,Young_Adult,u4625.txt,7561,44K
./Young_Adult/The_Maze_Runner_Files.txt,Young_Adult,The_Maze_Runner_Files.txt,7683,44K
./Romance/Tryst_3.txt,Romance,Tryst_3.txt,7698,40K
./Fantasy/The_Ice_Dragon.txt,Fantasy,The_Ice_Dragon.txt,7719,44K
./Other/et5139.txt,Other,et5139.txt,7758,40K
./Fantasy/The_Grisha-0_5.txt,Fantasy,The_Grisha-0_5.txt,7825,44K
./Young_Adult/The_Grisha-0_5.txt,Young_Adult,The_Grisha-0_5.txt,7825,44K
./Other/et5133.txt,Other,et5133.txt,7888,40K
./Other/et4422.txt,Other,et4422.txt,7944,44K
./Other/et4922.txt,Other,et4922.txt,7956,44K
./Romance/et4922.txt,Romance,et4922.txt,7956,44K
./New_Adult/u4083.txt,New_Adult,u4083.txt,8008,44K
./Romance/u4083.txt,Romance,u4083.txt,8008,44K
./Young_Adult/Delirium_0-5.txt,Young_Adult,Delirium_0-5.txt,8044,44K
./Horror/Rainy_Season.txt,Horror,Rainy_Season.txt,8124,44K
./Mystery/Rainy_Season.txt,Mystery,Rainy_Season.txt,8124,44K
./Other/et5112.txt,Other,et5112.txt,8132,44K
./Romance/et5112.txt,Romance,et5112.txt,8132,44K
./Romance/b5023.txt,Romance,b5023.txt,8136,44K
./New_Adult/Tangled-1_5.txt,New_Adult,Tangled-1_5.txt,8194,44K
./Young_Adult/Across_the_Universe-0_5.txt,Young_Adult,Across_the_Universe-0_5.txt,8300,44K
./Horror/Autopsy_Room_Four.txt,Horror,Autopsy_Room_Four.txt,8352,48K
./Romance/et3195.txt,Romance,et3195.txt,8363,48K
./Other/et4100.txt,Other,et4100.txt,8390,48K
./Romance/Plus_Size_Loving-5.txt,Romance,Plus_Size_Loving-5.txt,8420,48K
./New_Adult/u4276.txt,New_Adult,u4276.txt,8454,44K
./Romance/u4276.txt,Romance,u4276.txt,8454,44K
./Horror/The_Reach.txt,Horror,The_Reach.txt,8488,48K
./Other/et5292.txt,Other,et5292.txt,8492,48K
./Romance/et5292.txt,Romance,et5292.txt,8492,48K
./Fantasy/Adventures_of_Tom_Bombadil.txt,Fantasy,Adventures_of_Tom_Bombadil.txt,8556,48K
./Romance/The_King_s_Virgin.txt,Romance,The_King_s_Virgin.txt,8703,48K
./Other/et4541.txt,Other,et4541.txt,8791,44K
./Fantasy/Reckoners-1_5.txt,Fantasy,Reckoners-1_5.txt,8819,52K
./Young_Adult/Reckoners-1_5.txt,Young_Adult,Reckoners-1_5.txt,8819,52K
./Young_Adult/Delirium_2-5.txt,Young_Adult,Delirium_2-5.txt,8919,48K
./Horror/The_Road_Virus_Heads_North.txt,Horror,The_Road_Virus_Heads_North.txt,8922,52K
./Horror/The_Jaunt.txt,Horror,The_Jaunt.txt,8942,52K
./Science_fiction/The_Jaunt.txt,Science_fiction,The_Jaunt.txt,8942,52K
./Other/et5137.txt,Other,et5137.txt,9016,48K
./Romance/et5137.txt,Romance,et5137.txt,9016,48K
./Romance/BaneChronicles_8.txt,Romance,BaneChronicles_8.txt,9045,52K
./Vampires/BaneChronicles_8.txt,Vampires,BaneChronicles_8.txt,9045,52K
./Romance/Worthy_of_the_Billionaire-1.txt,Romance,Worthy_of_the_Billionaire-1.txt,9048,48K
./Romance/u3891.txt,Romance,u3891.txt,9097,52K
./Science_fiction/u3891.txt,Science_fiction,u3891.txt,9097,52K
./Young_Adult/Resurrection_Bay.txt,Young_Adult,Resurrection_Bay.txt,9118,48K
./Fantasy/u4174.txt,Fantasy,u4174.txt,9147,52K
./Vampires/u4174.txt,Vampires,u4174.txt,9147,52K
./Young_Adult/u4174.txt,Young_Adult,u4174.txt,9147,52K
./Mystery/u3585.txt,Mystery,u3585.txt,9267,56K
./Science_fiction/u3585.txt,Science_fiction,u3585.txt,9267,56K
./Thriller/u3585.txt,Thriller,u3585.txt,9267,56K
./Fantasy/u3888.txt,Fantasy,u3888.txt,9337,48K
./Romance/u3888.txt,Romance,u3888.txt,9337,48K
./Horror/Danse_Macabre.txt,Horror,Danse_Macabre.txt,9353,52K
./Horror/My_Pretty_Pony.txt,Horror,My_Pretty_Pony.txt,9368,52K
./Science_fiction/My_Pretty_Pony.txt,Science_fiction,My_Pretty_Pony.txt,9368,52K
./Horror/The_Man_in_the_Black_Suit.txt,Horror,The_Man_in_the_Black_Suit.txt,9405,52K
./Romance/et3201.txt,Romance,et3201.txt,9480,52K
./Romance/et3199.txt,Romance,et3199.txt,9489,52K
./Romance/BaneChronicles_1.txt,Romance,BaneChronicles_1.txt,9584,56K
./Romance/Faery_Wedding.txt,Romance,Faery_Wedding.txt,9735,56K
./Fantasy/Lyric_Hounds-1.txt,Fantasy,Lyric_Hounds-1.txt,9791,56K
./Romance/et3200.txt,Romance,et3200.txt,9911,52K
./Romance/Plus_Size_Loving-1.txt,Romance,Plus_Size_Loving-1.txt,9953,56K
./Young_Adult/A_Mermaid_for_Christmas.txt,Young_Adult,A_Mermaid_for_Christmas.txt,10018,56K
./Fantasy/Caster_Chronicles-2_5.txt,Fantasy,Caster_Chronicles-2_5.txt,10091,56K
./Young_Adult/Caster_Chronicles-2_5.txt,Young_Adult,Caster_Chronicles-2_5.txt,10091,56K
./Vampires/TheAmazonsCurse.txt,Vampires,TheAmazonsCurse.txt,10176,56K
./Romance/Billionaire_s_Bribe.txt,Romance,Billionaire_s_Bribe.txt,10326,56K
./Romance/Wish-List.txt,Romance,Wish-List.txt,10400,56K
./Horror/Crouch_End.txt,Horror,Crouch_End.txt,10416,60K
./Mystery/Crouch_End.txt,Mystery,Crouch_End.txt,10416,60K
./Romance/Big_Girls_Do_01.txt,Romance,Big_Girls_Do_01.txt,10428,56K
./New_Adult/Big_Girl-2.txt,New_Adult,Big_Girl-2.txt,10516,60K
./Romance/Big_Girl-2.txt,Romance,Big_Girl-2.txt,10516,60K
./Romance/b5128.txt,Romance,b5128.txt,10541,60K
./Other/et3249.txt,Other,et3249.txt,10573,56K
./Romance/Rose_Harbor_1-5.txt,Romance,Rose_Harbor_1-5.txt,10594,60K
./Fantasy/u3746.txt,Fantasy,u3746.txt,10620,60K
./Young_Adult/u3746.txt,Young_Adult,u3746.txt,10620,60K
./Young_Adult/Every_Day-0_5.txt,Young_Adult,Every_Day-0_5.txt,10640,56K
./Horror/L.T.s_Theory_of_Pets.txt,Horror,L.T.s_Theory_of_Pets.txt,10673,56K
./Romance/Strathstow_Sharks-1.txt,Romance,Strathstow_Sharks-1.txt,10715,56K
./Romance/Midnight_Sun.txt,Romance,Midnight_Sun.txt,10882,60K
./Vampires/Midnight_Sun.txt,Vampires,Midnight_Sun.txt,10882,60K
./Fantasy/u3034.txt,Fantasy,u3034.txt,10884,64K
./Romance/u3034.txt,Romance,u3034.txt,10884,64K
./Vampires/u3034.txt,Vampires,u3034.txt,10884,64K
./Young_Adult/u3034.txt,Young_Adult,u3034.txt,10884,64K
./Fantasy/u3931.txt,Fantasy,u3931.txt,10953,60K
./Romance/u3931.txt,Romance,u3931.txt,10953,60K
./Fantasy/u3637.txt,Fantasy,u3637.txt,11180,60K
./Romance/u3637.txt,Romance,u3637.txt,11180,60K
./Vampires/u3637.txt,Vampires,u3637.txt,11180,60K
./Fantasy/u3757.txt,Fantasy,u3757.txt,11243,64K
./Fantasy/u4694.txt,Fantasy,u4694.txt,11243,64K
./Science_fiction/u3757.txt,Science_fiction,u3757.txt,11243,64K
./Science_fiction/u4694.txt,Science_fiction,u4694.txt,11243,64K
./Young_Adult/u3757.txt,Young_Adult,u3757.txt,11243,64K
./Young_Adult/u4694.txt,Young_Adult,u4694.txt,11243,64K
./New_Adult/b4936.txt,New_Adult,b4936.txt,11245,60K
./Romance/b4936.txt,Romance,b4936.txt,11245,60K
./Romance/Shadow-Stalkers-3.txt,Romance,Shadow-Stalkers-3.txt,11334,64K
./Fantasy/Moonlight_and_Magic-4.txt,Fantasy,Moonlight_and_Magic-4.txt,11383,64K
./Vampires/Moonlight_and_Magic-4.txt,Vampires,Moonlight_and_Magic-4.txt,11383,64K
./Fantasy/Gramma.txt,Fantasy,Gramma.txt,11408,64K
./Horror/Gramma.txt,Horror,Gramma.txt,11408,64K
./New_Adult/et4929.txt,New_Adult,et4929.txt,11484,60K
./Other/et4929.txt,Other,et4929.txt,11484,60K
./Romance/et4929.txt,Romance,et4929.txt,11484,60K
./Fantasy/u3033.txt,Fantasy,u3033.txt,11519,64K
./Romance/u3033.txt,Romance,u3033.txt,11519,64K
./Vampires/u3033.txt,Vampires,u3033.txt,11519,64K
./Young_Adult/u3033.txt,Young_Adult,u3033.txt,11519,64K
./Other/et4101.txt,Other,et4101.txt,11589,64K
./Fantasy/Experiment_in_Terror-2_5.txt,Fantasy,Experiment_in_Terror-2_5.txt,11680,60K
./New_Adult/Experiment_in_Terror-2_5.txt,New_Adult,Experiment_in_Terror-2_5.txt,11680,60K
./Fantasy/Lyric_Hounds-2.txt,Fantasy,Lyric_Hounds-2.txt,11685,64K
./Young_Adult/Dangerous_Creatures-0_5.txt,Young_Adult,Dangerous_Creatures-0_5.txt,11735,64K
./New_Adult/Big_Girl-3.txt,New_Adult,Big_Girl-3.txt,11754,64K
./Romance/Big_Girl-3.txt,Romance,Big_Girl-3.txt,11754,64K
./Fantasy/u3087.txt,Fantasy,u3087.txt,11762,68K
./Vampires/u3087.txt,Vampires,u3087.txt,11762,68K
./Young_Adult/u3087.txt,Young_Adult,u3087.txt,11762,68K
./Romance/Bane_Chronicles-2.txt,Romance,Bane_Chronicles-2.txt,11796,68K
./Vampires/Bane_Chronicles-2.txt,Vampires,Bane_Chronicles-2.txt,11796,68K
./Romance/Red_Hot_Revenge.txt,Romance,Red_Hot_Revenge.txt,11817,64K
./Fantasy/Paranormal_Protection_Agency-3.txt,Fantasy,Paranormal_Protection_Agency-3.txt,11894,64K
./Other/et3245.txt,Other,et3245.txt,12023,64K
./Romance/u3105.txt,Romance,u3105.txt,12032,64K
./Science_fiction/u3105.txt,Science_fiction,u3105.txt,12032,64K
./Young_Adult/u3105.txt,Young_Adult,u3105.txt,12032,64K
./New_Adult/u4657.txt,New_Adult,u4657.txt,12083,68K
./Romance/u4657.txt,Romance,u4657.txt,12083,68K
./Young_Adult/u4657.txt,Young_Adult,u4657.txt,12083,68K
./Other/et3648.txt,Other,et3648.txt,12089,68K
./New_Adult/u3780.txt,New_Adult,u3780.txt,12091,64K
./Romance/u3780.txt,Romance,u3780.txt,12091,64K
./Young_Adult/u3780.txt,Young_Adult,u3780.txt,12091,64K
./Romance/u3859.txt,Romance,u3859.txt,12117,68K
./Romance/Steele_Brothers_Trilogy-2.txt,Romance,Steele_Brothers_Trilogy-2.txt,12126,68K
./Romance/Bane-Chronicles-3.txt,Romance,Bane-Chronicles-3.txt,12129,68K
./Vampires/Bane-Chronicles-3.txt,Vampires,Bane-Chronicles-3.txt,12129,68K
